person_id,sex,age_band,education,risk_tier,p_active_bettor,is_active_bettor,bets_per_year,yearly_total_staked_usd,yearly_total_payout_usd,yearly_net_gain_loss_usd
Q2_007036,Male,35-49,B.A. or higher,high,0.4801251006215442,True,226,49470.75934875,26571.361452750003,-22899.397895999995
Q2_007037,Female,18-34,No college,medium,0.1751685823249185,True,107,13303.211171875002,7495.321359375001,-5807.889812500001
Q2_007038,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007039,Male,35-49,No college,high,0.3666409859291791,True,243,51561.23502375001,39216.79759500001,-12344.437428749996
Q2_007040,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_007041,Male,35-49,B.A. or higher,high,0.4801251006215442,True,227,53537.6583675,31815.282006,-21722.3763615
Q2_007042,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007043,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007044,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007045,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_007046,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_007047,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007048,Female,65+,B.A. or higher,low,0.0268253737842938,False,0,0.0,0.0,0.0
Q2_007049,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007050,Female,50-64,B.A. or higher,low,0.0548700827406009,False,0,0.0,0.0,0.0
Q2_007051,Male,65+,B.A. or higher,low,0.0606183771229496,False,0,0.0,0.0,0.0
Q2_007052,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007053,Male,18-34,B.A. or higher,high,0.5183560089206772,True,253,58403.254921875014,68469.04895625002,10065.794034375002
Q2_007054,Male,18-34,B.A. or higher,high,0.5183560089206772,True,225,47423.15395312501,36978.83133750001,-10444.322615625002
Q2_007055,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007056,Male,18-34,B.A. or higher,high,0.5183560089206772,True,269,56534.276390625004,61120.990068750005,4586.713678125001
Q2_007057,Male,35-49,No college,high,0.3666409859291791,True,227,40522.17321000001,35373.31403625001,-5148.8591737499955
Q2_007058,Female,18-34,No college,medium,0.1751685823249185,True,107,14424.027187500002,14185.57103125,-238.4561562500021
Q2_007059,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007060,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007061,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007062,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007063,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007064,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007065,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007066,Male,35-49,No college,high,0.3666409859291791,True,221,38756.111355,30245.623512750004,-8510.487842249997
Q2_007067,Male,35-49,B.A. or higher,high,0.4801251006215442,True,215,55865.31181875,36514.5544575,-19350.75736125
Q2_007068,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_007069,Male,18-34,B.A. or higher,high,0.5183560089206772,True,206,42057.425953125006,29626.986150000004,-12430.439803125002
Q2_007070,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007071,Male,35-49,B.A. or higher,high,0.4801251006215442,True,233,55393.41949875001,55033.7902245,-359.62927425000817
Q2_007072,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007073,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_007074,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007075,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007076,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007077,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007078,Male,65+,No college,low,0.046290397075707,False,0,0.0,0.0,0.0
Q2_007079,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007080,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_007081,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007082,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007083,Male,35-49,No college,high,0.3666409859291791,True,221,41953.591170000014,42702.80861025001,749.217440249995
Q2_007084,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007085,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007086,Male,35-49,B.A. or higher,high,0.4801251006215442,True,229,50760.40402125,51627.420423,867.0164017500065
Q2_007087,Male,35-49,B.A. or higher,high,0.4801251006215442,True,208,49303.3164525,41090.34956175,-8212.966890750002
Q2_007088,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007089,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007090,Female,65+,No college,low,0.0204848308898243,False,0,0.0,0.0,0.0
Q2_007091,Male,18-34,B.A. or higher,high,0.5183560089206772,True,219,44599.99401562501,44227.87171875001,-372.12229687500076
Q2_007092,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007093,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007094,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007095,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007096,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007097,Male,18-34,B.A. or higher,high,0.5183560089206772,True,233,52756.00537500001,51840.903993750006,-915.1013812500023
Q2_007098,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007099,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007100,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007101,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007102,Female,35-49,No college,medium,0.1622491719341769,True,73,9259.871156250001,7794.600131250001,-1465.271025
Q2_007103,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007104,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007105,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007106,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007107,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007108,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007109,Male,18-34,B.A. or higher,high,0.5183560089206772,True,226,43710.97415625001,49031.266556250004,5320.292399999991
Q2_007110,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007111,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_007112,Male,18-34,No college,high,0.3958354977212443,True,239,37981.63926562501,43855.39743750001,5873.758171875001
Q2_007113,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007114,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007115,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007116,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_007117,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007118,Male,35-49,B.A. or higher,high,0.4801251006215442,True,224,57067.5912525,35729.4847635,-21338.106489000005
Q2_007119,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007120,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007121,Male,18-34,B.A. or higher,high,0.5183560089206772,True,237,50142.86676562502,45562.40724375001,-4580.459521875011
Q2_007122,Female,18-34,B.A. or higher,medium,0.2293874292350123,True,93,14679.158828125,8287.53753125,-6391.621296875001
Q2_007123,Male,50-64,No college,medium,0.0946849031094006,True,111,17905.934333333335,19193.653216666666,1287.7188833333312
Q2_007124,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007125,Female,50-64,B.A. or higher,low,0.0548700827406009,False,0,0.0,0.0,0.0
Q2_007126,Male,65+,No college,low,0.046290397075707,False,0,0.0,0.0,0.0
Q2_007127,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_007128,Male,18-34,B.A. or higher,high,0.5183560089206772,True,228,49853.31623437501,31191.48869062501,-18661.827543749998
Q2_007129,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007130,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_007131,Male,18-34,B.A. or higher,high,0.5183560089206772,True,251,53737.06275000001,52668.02460937501,-1069.0381406250017
Q2_007132,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007133,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007134,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007135,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_007136,Male,35-49,B.A. or higher,high,0.4801251006215442,True,227,49176.51253875,61191.3676995,12014.855160749998
Q2_007137,Female,18-34,No college,medium,0.1751685823249185,True,102,13479.098906250001,11704.420593750001,-1774.6783125000002
Q2_007138,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007139,Male,35-49,B.A. or higher,high,0.4801251006215442,True,209,49955.16916125,47365.282815750004,-2589.8863454999955
Q2_007140,Female,35-49,B.A. or higher,medium,0.212469153723327,True,91,12757.981500000002,17279.70811875,4521.726618749999
Q2_007141,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007142,Male,35-49,B.A. or higher,high,0.4801251006215442,True,176,41658.64372125,36285.93017325,-5372.713548
Q2_007143,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007144,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007145,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007146,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007147,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007148,Male,35-49,No college,high,0.3666409859291791,True,256,47034.43448625001,53723.610443250014,6689.175957000007
Q2_007149,Male,35-49,B.A. or higher,high,0.4801251006215442,True,215,53135.0409375,38128.50506924999,-15006.535868250008
Q2_007150,Male,18-34,No college,high,0.3958354977212443,True,235,45723.5769375,43100.855325000004,-2622.7216124999977
Q2_007151,Male,18-34,No college,high,0.3958354977212443,True,220,45770.906671875004,32736.559556250002,-13034.347115625002
Q2_007152,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007153,Male,65+,No college,low,0.046290397075707,True,32,2114.35104375,1873.91259,-240.43845375
Q2_007154,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007155,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007156,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007157,Male,35-49,No college,high,0.3666409859291791,True,225,45469.775958750004,30445.146488250004,-15024.6294705
Q2_007158,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_007159,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007160,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007161,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007162,Male,18-34,B.A. or higher,high,0.5183560089206772,True,205,44795.56317187501,37570.30548750001,-7225.257684374999
Q2_007163,Male,18-34,No college,high,0.3958354977212443,True,218,42887.13721875001,22269.112593750004,-20618.024625000005
Q2_007164,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007165,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_007166,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007167,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007168,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007169,Male,18-34,No college,high,0.3958354977212443,True,226,38648.25421875001,23138.249371875005,-15510.004846875003
Q2_007170,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007171,Male,18-34,No college,high,0.3958354977212443,True,240,41206.53178125001,47794.77264375001,6588.240862500003
Q2_007172,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007173,Male,35-49,B.A. or higher,high,0.4801251006215442,True,188,47021.10321375,34356.86454825,-12664.238665500001
Q2_007174,Male,35-49,B.A. or higher,high,0.4801251006215442,True,237,52739.19667125,68351.544882,15612.348210750002
Q2_007175,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007176,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007177,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007178,Male,65+,B.A. or higher,low,0.0606183771229496,False,0,0.0,0.0,0.0
Q2_007179,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_007180,Female,65+,B.A. or higher,low,0.0268253737842938,False,0,0.0,0.0,0.0
Q2_007181,Female,35-49,No college,medium,0.1622491719341769,True,94,10467.871312500001,10225.35508125,-242.5162312500015
Q2_007182,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007183,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007184,Male,18-34,B.A. or higher,high,0.5183560089206772,True,222,52403.99779687501,56427.68528437501,4023.6874874999994
Q2_007185,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007186,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007187,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007188,Female,65+,B.A. or higher,low,0.0268253737842938,False,0,0.0,0.0,0.0
Q2_007189,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007190,Male,35-49,B.A. or higher,high,0.4801251006215442,True,220,54518.56680375001,69515.5345065,14996.967702749993
Q2_007191,Male,18-34,No college,high,0.3958354977212443,True,237,53000.06920312501,69795.98876250001,16795.919559375005
Q2_007192,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007193,Male,18-34,No college,high,0.3958354977212443,True,243,54392.84296875001,66780.93200625002,12388.089037500009
Q2_007194,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007195,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007196,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_007197,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007198,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007199,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007200,Male,35-49,B.A. or higher,high,0.4801251006215442,True,205,41643.72561375,34870.6818945,-6773.043719250003
Q2_007201,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007202,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007203,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007204,Male,65+,B.A. or higher,low,0.0606183771229496,False,0,0.0,0.0,0.0
Q2_007205,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007206,Male,18-34,B.A. or higher,high,0.5183560089206772,True,237,58872.57018750001,76917.09560625002,18044.52541875001
Q2_007207,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007208,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007209,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007210,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007211,Male,18-34,No college,high,0.3958354977212443,True,244,41614.54171875001,40811.53570312501,-803.0060156250038
Q2_007212,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007213,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007214,Male,18-34,No college,high,0.3958354977212443,True,256,43581.161250000005,49120.81948125,5539.658231249996
Q2_007215,Male,35-49,No college,high,0.3666409859291791,True,229,47528.467593750014,42021.12224925001,-5507.345344500005
Q2_007216,Female,18-34,B.A. or higher,medium,0.2293874292350123,True,87,12625.841015624997,9862.793515625002,-2763.047499999995
Q2_007217,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007218,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007219,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007220,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007221,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007222,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007223,Male,18-34,No college,high,0.3958354977212443,True,234,44044.49826562501,38790.65055937501,-5253.847706249995
Q2_007224,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007225,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007226,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007227,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007228,Female,65+,B.A. or higher,low,0.0268253737842938,False,0,0.0,0.0,0.0
Q2_007229,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007230,Male,65+,No college,low,0.046290397075707,False,0,0.0,0.0,0.0
Q2_007231,Female,50-64,No college,low,0.0419007904564589,False,0,0.0,0.0,0.0
Q2_007232,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007233,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007234,Male,18-34,B.A. or higher,high,0.5183560089206772,True,234,53456.639906250006,46587.05777812501,-6869.5821281249955
Q2_007235,Male,18-34,No college,high,0.3958354977212443,True,226,42329.94046875001,30548.820740625008,-11781.119728124999
Q2_007236,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007237,Male,18-34,B.A. or higher,high,0.5183560089206772,True,233,54063.884671875014,59133.233278125,5069.348606249987
Q2_007238,Male,35-49,B.A. or higher,high,0.4801251006215442,True,211,42676.33300875,48830.978304,6154.645295249997
Q2_007239,Male,18-34,B.A. or higher,high,0.5183560089206772,True,207,45858.093609375006,35214.65218125001,-10643.441428125
Q2_007240,Male,35-49,No college,high,0.3666409859291791,True,221,45946.03386375001,36629.315721000006,-9316.718142750004
Q2_007241,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007242,Female,50-64,B.A. or higher,low,0.0548700827406009,False,0,0.0,0.0,0.0
Q2_007243,Male,35-49,B.A. or higher,high,0.4801251006215442,True,210,53423.9721,39888.704576250006,-13535.267523749993
Q2_007244,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007245,Male,18-34,B.A. or higher,high,0.5183560089206772,True,240,54627.68840625,94940.10334687502,40312.41494062502
Q2_007246,Male,65+,No college,low,0.046290397075707,False,0,0.0,0.0,0.0
Q2_007247,Male,35-49,No college,high,0.3666409859291791,True,242,49551.16811625,29481.789273750004,-20069.3788425
Q2_007248,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007249,Male,35-49,No college,high,0.3666409859291791,True,214,44264.29404375001,54079.30546650001,9815.011422750002
Q2_007250,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007251,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007252,Male,18-34,No college,high,0.3958354977212443,True,244,50035.01765625001,25562.840428125004,-24472.17722812501
Q2_007253,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007254,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007255,Male,18-34,No college,high,0.3958354977212443,True,258,52753.02398437501,55126.05398437501,2373.029999999999
Q2_007256,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007257,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007258,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_007259,Male,35-49,B.A. or higher,high,0.4801251006215442,True,223,50975.60200874999,38675.43375525,-12300.168253499993
Q2_007260,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007261,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007262,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007263,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007264,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007265,Male,18-34,No college,high,0.3958354977212443,True,251,49050.399234375014,56571.61021875001,7521.210984374993
Q2_007266,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007267,Female,65+,B.A. or higher,low,0.0268253737842938,False,0,0.0,0.0,0.0
Q2_007268,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007269,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_007270,Male,18-34,B.A. or higher,high,0.5183560089206772,True,216,58268.79056250001,29680.180284375005,-28588.61027812501
Q2_007271,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007272,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_007273,Female,18-34,B.A. or higher,medium,0.2293874292350123,False,0,0.0,0.0,0.0
Q2_007274,Female,35-49,No college,medium,0.1622491719341769,False,0,0.0,0.0,0.0
Q2_007275,Male,35-49,B.A. or higher,high,0.4801251006215442,True,235,49260.19111875,30741.178266,-18519.012852750002
Q2_007276,Male,35-49,B.A. or higher,high,0.4801251006215442,True,224,50030.0169075,47389.443291,-2640.573616499998
Q2_007277,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007278,Male,35-49,B.A. or higher,high,0.4801251006215442,True,192,49133.90162250001,39759.431458499996,-9374.470164000013
Q2_007279,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007280,Male,35-49,B.A. or higher,high,0.4801251006215442,True,222,50174.396752500004,54233.6309505,4059.2341979999983
Q2_007281,Male,35-49,B.A. or higher,high,0.4801251006215442,True,204,45820.62424125,30922.081753500002,-14898.542487749997
Q2_007282,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007283,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007284,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007285,Male,50-64,No college,medium,0.0946849031094006,False,0,0.0,0.0,0.0
Q2_007286,Male,50-64,B.A. or higher,high,0.1239921350242151,True,198,37479.2146875,21812.836297500002,-15666.378390000002
Q2_007287,Male,35-49,No college,high,0.3666409859291791,True,264,48988.164285000006,18373.227887250003,-30614.936397750003
Q2_007288,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007289,Male,18-34,No college,high,0.3958354977212443,False,0,0.0,0.0,0.0
Q2_007290,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007291,Male,18-34,B.A. or higher,high,0.5183560089206772,True,234,53479.03654687501,54269.68021875002,790.6436718750119
Q2_007292,Female,35-49,No college,medium,0.1622491719341769,True,94,12527.65115625,9679.41440625,-2848.23675
Q2_007293,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007294,Female,35-49,B.A. or higher,medium,0.212469153723327,False,0,0.0,0.0,0.0
Q2_007295,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007296,Male,65+,B.A. or higher,low,0.0606183771229496,False,0,0.0,0.0,0.0
Q2_007297,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007298,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007299,Male,50-64,B.A. or higher,high,0.1239921350242151,False,0,0.0,0.0,0.0
Q2_007300,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007301,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007302,Male,35-49,B.A. or higher,high,0.4801251006215442,False,0,0.0,0.0,0.0
Q2_007303,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007304,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007305,Male,18-34,No college,high,0.3958354977212443,True,260,51391.22175000001,31354.327743750004,-20036.894006250008
Q2_007306,Male,18-34,B.A. or higher,high,0.5183560089206772,True,210,44873.90915625001,50240.668246875015,5366.759090625004
Q2_007307,Female,18-34,B.A. or higher,medium,0.2293874292350123,True,108,14227.787421874998,17773.819968750002,3546.0325468750034
Q2_007308,Male,35-49,No college,high,0.3666409859291791,False,0,0.0,0.0,0.0
Q2_007309,Female,18-34,No college,medium,0.1751685823249185,False,0,0.0,0.0,0.0
Q2_007310,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
Q2_007311,Male,18-34,B.A. or higher,high,0.5183560089206772,False,0,0.0,0.0,0.0
